"Name","PowerState","Notes","Guest","NumCpu","CoresPerSocket","MemoryMB","MemoryGB","VMHostId","VMHost","VApp","FolderId","Folder","ResourcePoolId","ResourcePool","HARestartPriority","HAIsolationResponse","DrsAutomationLevel","VMSwapfilePolicy","VMResourceConfiguration","Version","HardwareVersion","PersistentId","GuestId","UsedSpaceGB","ProvisionedSpaceGB","DatastoreIdList","CreateDate","SEVEnabled","BootDelayMillisecond","MigrationEncryption","MemoryHotAddEnabled","MemoryHotAddIncrement","MemoryHotAddLimit","CpuHotAddEnabled","CpuHotRemoveEnabled","ExtensionData","CustomFields","Id","Uid"
"CiscoPrime_CDP","PoweredOff","Cisco Prime Infrastructure Virtual Appliance
Last backup: [6/10/2025 3:27:27 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","CiscoPrime_CDP:Red Hat Enterprise Linux 7 (64-bit)","16","1","16384","16","HostSystem-host-20198","lc2psv-esxi7.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/16000 MemShares:Normal/163840","v11","vmx-11","50328f66-447d-d6c8-aeec-ea0aea2d4924","rhel7_64Guest","1794.5269056102260947227478027","2703.4185498515143990516662597","System.String[]","6/7/2023 8:22:00 PM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-211525","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-211525/"
"LCFKAN04 Kantech Parks & Rec Gateway_CDP","PoweredOff","JWS 04-13-21 Applied Windows Updates
Updated- 8-8-14
Last backup: [6/10/2025 12:04:09 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFKAN04 Kantech Parks & Rec Gateway_CDP:Microsoft Windows Server 2012 (64-bit)","1","1","4096","4","HostSystem-host-1578","lc2psv-esxi2.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/40960","v11","vmx-11","50323efb-b413-0fc0-455f-0377b27ee6be","windows8Server64Guest","50.03649018704891204833984375","114.89864831697195768356323242","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-211548","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-211548/"
"LCFPDX05 ProjectDox Web_replica","PoweredOff","Updated: 3/21/16
Last backup: [6/9/2025 3:26:32 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFPDX05 ProjectDox Web_replica:Microsoft Windows Server 2012 (64-bit)","4","4","16384","16","HostSystem-host-8716","lc2psv-esxi5.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v11","vmx-11","50321293-b48f-ab22-5b0a-6ace7aced926","windows8Server64Guest","144.52562966477125883102416992","411.39269306231290102005004883","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-40857","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-40857/"
"LCFOMST01 OMS Database Test Server_CDP","PoweredOff","This server has multiple databases not only related to OMS. Please get approval from the DBA's before poweroff or decomm. Oh and it has prod data on it.
Updated: 3/21/16
Last backup: [6/8/2025 3:13:18 PM]; Veeam server: [LC2PVM-VEEAM]; Job: [EOC Catch All Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFOMST01 OMS Database Test Server_CDP:Microsoft Windows Server 2012 (64-bit)","8","2","16384","16","HostSystem-host-20198","lc2psv-esxi7.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/8000 MemShares:Normal/163840","v11","vmx-11","5032bc9e-a6db-53e7-9588-fb4483356704","windows8Server64Guest","299.32425313536077737808227539","661.19727916177362203598022461","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-330776","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-330776/"
"LCFLDS02 Cisco Unified Phone System ADLDS_replica","PoweredOff","Last backup: [5/19/2025 12:03:47 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFLDS02 Cisco Unified Phone System ADLDS_replica:Microsoft Windows Server 2016 (64-bit)","2","1","16384","16","HostSystem-host-1583","lc2psv-esxi3.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/163840","Unknown","vmx-21","5032652a-e02a-847e-56d8-d85f468c14c7","windows9Server64Guest","63.475883048959076404571533203","179.71014308091253042221069336","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-279334","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-279334/"
"LC1PVM-F5BIGIP_replica","PoweredOff","BIG-IP Local Traffic Manager Virtual Edition
    Copyright 2009-2024 F5 Networks (http://www.f5.com)
    
    For support please visit http://support.f5.com
Last backup: [6/9/2025 12:33:44 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LC1PVM-F5BIGIP_replica:Other 3.x Linux (64-bit)","2","1","8192","8","HostSystem-host-8716","lc2psv-esxi5.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v13","vmx-13","5032b642-76fe-db2d-19ab-d08fc53f1ced","other3xLinux64Guest","29.80389152467250823974609375","159.70768751855939626693725586","System.String[]","10/23/2024 2:38:30 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-211267","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-211267/"
"LCFKAN07 Kantech State Health Department_CDP","PoweredOff","Last backup: [6/9/2025 3:13:51 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFKAN07 Kantech State Health Department_CDP:Microsoft Windows 10 (64-bit)","2","1","4096","4","HostSystem-host-1583","lc2psv-esxi3.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v11","vmx-11","5032151e-9638-88df-e7a6-6d5b3fadc606","windows9_64Guest","40.732689389027655124664306641","125.59681216441094875335693359","System.String[]","5/3/2023 7:46:00 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-326864","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-326864/"
"LCFATLS01 Atlas Prod Server_replica","PoweredOff","Last backup: [6/9/2025 3:26:07 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFATLS01 Atlas Prod Server_replica:Microsoft Windows Server 2016 (64-bit)","4","2","16384","16","HostSystem-host-1583","lc2psv-esxi3.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v14","vmx-14","50328548-d376-ba2c-6a0c-e9a0102a21d9","windows9Server64Guest","111.50419152807444334030151367","428.37222873140126466751098633","System.String[]","1/20/2022 4:06:54 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-15110","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-15110/"
"LCFFAS04 FasterWin App (New Server)_replica","PoweredOff","Last backup: [6/4/2025 12:18:36 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFFAS04 FasterWin App (New Server)_replica:Microsoft Windows Server 2016 (64-bit)","2","1","4096","4","HostSystem-host-1578","lc2psv-esxi2.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v11","vmx-11","5032874f-93ab-7154-b20b-2bf8c29ed288","windows9Server64Guest","37.263951395638287067413330078","162.10805911477655172348022461","System.String[]","6/16/2021 9:06:51 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-319728","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-319728/"
"LCFNTS02 Netsmart Server 2_replica","PoweredOff","Last backup: [6/8/2025 9:28:17 PM]; Veeam server: [LC2PVM-VEEAM]; Job: [EOC Catch All Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFNTS02 Netsmart Server 2_replica:Red Hat Enterprise Linux 7 (64-bit)","8","1","16384","16","HostSystem-host-20198","lc2psv-esxi7.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/8000 MemShares:Normal/163840","v11","vmx-11","50327a2d-f25a-320e-f5b4-e635a79e886c","rhel7_64Guest","138.59479434043169021606445312","591.59861135575920343399047851","System.String[]","1/1/1970 12:00:00 AM","False","10000","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-330098","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-330098/"
"LCFSPS02 SharePoint External Frontend Node 1 Server_replica","PoweredOff","Enterprise
ITG Contact- Armando Negron
Last backup: [6/8/2025 3:39:39 PM]; Veeam server: [LC2PVM-VEEAM]; Job: [EOC Catch All Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFSPS02 SharePoint External Frontend Node 1 Server_replica:Microsoft Windows Server 2012 (64-bit)","24","8","32768","32","HostSystem-host-20198","lc2psv-esxi7.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:High/48000 MemShares:Normal/327680","v11","vmx-11","5032e634-de7a-c663-4cd2-7577eb393810","windows8Server64Guest","51.729536608792841434478759766","334.61783929914236068725585938","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-330276","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-330276/"
"LC1PVM-LABWRK  Labworks_replica","PoweredOff","Last backup: [6/9/2025 1:13:26 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LC1PVM-LABWRK  Labworks_replica:Microsoft Windows Server 2016 (64-bit)","8","4","32768","32","HostSystem-host-20201","lc2psv-esxi8.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/8000 MemShares:Normal/327680","v14","vmx-14","50320ec6-8086-42cb-a2e1-c60b99fe3f00","windows9Server64Guest","62.401762666180729866027832031","595.27765709441155195236206055","System.String[]","4/23/2024 12:06:06 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-279750","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-279750/"
"LCFTMW01 Leetran Transman SQL Server_CDP","PoweredOff","Last backup: [6/8/2025 9:10:50 PM]; Veeam server: [LC2PVM-VEEAM]; Job: [EOC Catch All Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFTMW01 Leetran Transman SQL Server_CDP:Microsoft Windows Server 2016 (64-bit)","4","1","16384","16","HostSystem-host-1583","lc2psv-esxi3.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v11","vmx-11","50325277-a206-590d-5e0c-bcbed2412c55","windows9Server64Guest","54.6660432517528533935546875","571.53121106326580047607421875","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-330781","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-330781/"
"LCFTFS02 Applications Team Foundation Server_replica","PoweredOff","Updated: 3/21/16
Last backup: [6/9/2025 12:20:38 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFTFS02 Applications Team Foundation Server_replica:Microsoft Windows Server 2012 (64-bit)","1","1","16384","16","HostSystem-host-8714","lc2psv-esxi4.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/163840","v11","vmx-11","50326e62-a5f5-c661-eebd-88f4f88994f2","windows8Server64Guest","150.72973354347050189971923828","337.59090381953865289688110351","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-17944","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-17944/"
"LCFTMW01 Leetran Transman SQL Server_replica","PoweredOff","Last backup: [6/1/2025 3:03:21 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFTMW01 Leetran Transman SQL Server_replica:Microsoft Windows Server 2016 (64-bit)","4","1","16384","16","HostSystem-host-2254","lc2psv-esxi1.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v11","vmx-11","503256af-9b63-2565-0215-bd379f84a860","windows9Server64Guest","85.77959347143769264221191406","602.64471009373664855957031250","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-318791","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-318791/"
"LCFIMT01 Public Safety ImageTrend Server_replica","PoweredOff","Updated- 1-29-15
Last backup: [5/29/2025 12:10:06 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFIMT01 Public Safety ImageTrend Server_replica:Microsoft Windows Server 2016 (64-bit)","2","1","8192","8","HostSystem-host-2254","lc2psv-esxi1.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v11","vmx-11","5032bd30-d08e-0659-38e3-4d5551c97e43","windows9Server64Guest","118.99339389149099588394165039","227.85750213824212551116943359","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-24509","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-24509/"
"LCFSSRS01 SQL 2016 Reporting Server_CDP","PoweredOff","Last backup: [6/8/2025 2:47:22 PM]; Veeam server: [LC2PVM-VEEAM]; Job: [EOC Catch All Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFSSRS01 SQL 2016 Reporting Server_CDP:Microsoft Windows Server 2016 (64-bit)","2","1","8192","8","HostSystem-host-1583","lc2psv-esxi3.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v11","vmx-11","50329998-da23-8747-cb4b-3734b8c8cbed","windows9Server64Guest","67.987036084756255149841308594","356.84827771410346031188964843","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-211552","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-211552/"
"LCFPSV01 License Manger Server for ArcGIS_CDP","PoweredOff","Last backup: [6/10/2025 12:10:52 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFPSV01 License Manger Server for ArcGIS_CDP:Microsoft Windows Server 2016 (64-bit)","1","1","6144","6","HostSystem-host-20198","lc2psv-esxi7.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/61440","v14","vmx-14","50327df0-5eb3-0e0c-8520-6b305cf8e0c8","windows9Server64Guest","70.557883665896952152252197266","157.42004300095140933990478516","System.String[]","1/8/2024 1:34:33 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-211504","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-211504/"
"ACCELASVC Accela Cloud Sync Services_replica","PoweredOff","Last backup: [6/9/2025 3:11:53 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","ACCELASVC Accela Cloud Sync Services_replica:Microsoft Windows 10 (64-bit)","8","4","8192","8","HostSystem-host-8714","lc2psv-esxi4.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/8000 MemShares:Normal/81920","v11","vmx-11","50326922-ae48-5ada-5b01-a6744c00249e","windows9_64Guest","107.42311096470803022384643555","356.29705837089568376541137696","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-15135","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-15135/"
"LCFSQL24 SQL 2016_replica","PoweredOff","Last backup: [3/9/2025 11:51:22 PM]; Veeam server: [LC2PVM-VEEAM]; Job: [EOC Catch All Backup]; Repository: [veeamproxy02.lee-county-fl.gov]","LCFSQL24 SQL 2016_replica:Microsoft Windows Server 2016 (64-bit)","8","4","16384","16","HostSystem-host-8716","lc2psv-esxi5.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:High/8000 MemShares:Normal/122880","v11","vmx-11","503261b7-c11a-2e0e-674a-100a1e1bff60","windows9Server64Guest","343.07040841784328222274780273","879.9433757513761520385742188","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-25343","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-25343/"
"LCFGIS28 ArcGIS DataStore_CDP","PoweredOff","Last backup: [6/10/2025 3:23:49 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFGIS28 ArcGIS DataStore_CDP:Microsoft Windows Server 2016 (64-bit)","4","2","16384","16","HostSystem-host-8716","lc2psv-esxi5.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v11","vmx-11","5032e865-4308-d9b8-2cfb-9ddb485bd859","windows9Server64Guest","117.75886608660221099853515625","269.60691875591874122619628906","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-211507","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-211507/"
"LCFINO06 - Polaris SQL Server_CDP","PoweredOff","This SQL 2019 Server replaces LCFINO01 as the production Polaris database server.
Last backup: [6/8/2025 6:59:24 PM]; Veeam server: [LC2PVM-VEEAM]; Job: [EOC Catch All Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFINO06 - Polaris SQL Server_CDP:Microsoft Windows Server 2016 (64-bit)","8","4","81920","80","HostSystem-host-20192","lc2psv-esxi6.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/8000 MemShares:Normal/819200","v11","vmx-11","5032537e-d8a4-b7d0-5a5e-21b1bc199be5","windows9Server64Guest","719.97073524817824363708496094","2150.8237635819241404533386230","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-326862","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-326862/"
"LCFPAN02 Panorama Palo Alto OVA_CDP","PoweredOff","Added 32GB Ram - PANOS requirement to move to ver 11 - JD 03JUL2023
Added 8 procs 05-30-2023 JD

Panorama-8.1.0
Last backup: [6/10/2025 3:23:49 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFPAN02 Panorama Palo Alto OVA_CDP:CentOS 4/5 (64-bit)","16","8","65536","64","HostSystem-host-20201","lc2psv-esxi8.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/16000 MemShares:Normal/655360","v9","vmx-09","5032c49b-aaf3-16e9-ef90-158c1d49d987","centos64Guest","4121.5122852027416229248046875","6314.9146607359871268272399902","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-211533","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-211533/"
